1567408867.798988428,-000.041565,-000.039185,-000.018433
1567408868.802691207,-000.016235,+000.009827,+000.003723
1567408868.812663936,-000.045532,+000.030090,+000.009705
1567408868.822658331,-000.009094,-000.007996,-000.033569
1567408868.832660558,+000.004822,-000.000732,-000.001160
1567408868.842650472,-000.004883,+000.007996,+000.014343
1567408868.852646737,+000.013000,+000.033508,-000.013489
1567408868.862647613,-000.046936,+000.025024,-000.011536
1567408868.872653415,-000.006104,+000.046021,-000.006897
1567408868.882646865,+000.008606,+000.021912,-000.014771
1567408868.892649686,-000.010010,+000.019104,+000.001465
1567408868.902646544,+000.021973,-000.001953,-000.014099
1567408868.912649679,-000.037659,-000.013123,-000.010132
1567408868.922647944,-000.017151,+000.002808,+000.032898
1567408868.932645838,-000.019836,+000.009094,+000.020447
1567408868.942645974,-000.012695,-000.011353,-000.028687
1567408868.952652831,+000.000061,-000.028442,-000.013611
1567408868.962647281,-000.007324,-000.026184,-000.027100
1567408868.972649935,-000.015320,-000.022034,-000.006287
1567408868.982648385,-000.027771,+000.005127,-000.026245
1567408868.992647799,-000.017517,+000.006287,-000.002075
1567408869.002643564,+000.017334,+000.005432,-000.024658
1567408869.012647127,-000.019104,-000.012207,-000.024597
1567408869.022648505,-000.009399,-000.005005,-000.004944
1567408869.032651791,-000.007751,-000.019592,-000.001282
1567408869.042650336,+000.013672,+000.000916,-000.010864
1567408869.052648862,-000.013245,+000.010071,-000.001221
1567408869.062650092,+000.007996,+000.019958,-000.011475
1567408869.072650618,+000.003235,+000.026917,-000.052551
1567408869.082648052,+000.007935,+000.007874,-000.018372
1567408869.092645393,-000.001404,-000.005859,-000.015259
1567408869.102647382,+000.005920,+000.030518,-000.022339
1567408869.112648483,+000.015686,+000.034668,-000.022461
1567408869.122644954,-000.006104,+000.058716,-000.003357
1567408869.132644628,-000.010010,+000.028259,-000.022522
1567408869.142644099,-000.007629,+000.024536,-000.018250
1567408869.152651217,+000.006897,+000.005310,+000.023865
1567408869.162643300,+000.028137,-000.011902,-000.000488
1567408869.172642548,+000.021729,+000.034485,-000.011597
1567408869.182644093,-000.004211,+000.013794,+000.005859
1567408869.192649212,-000.006958,-000.003845,-000.030457
1567408869.202646164,+000.008240,+000.003174,-000.009155
1567408869.212643950,-000.028259,-000.017761,-000.011780
1567408869.222643291,-000.021667,-000.017456,+000.001770
1567408869.232649391,-000.037537,-000.014648,+000.026367
1567408869.242644677,+000.015381,+000.002502,+000.000427
1567408869.252643759,-000.007019,-000.016296,+000.013672
1567408869.262645544,-000.028687,+000.010498,-000.004395
1567408869.272648218,+000.018616,-000.002441,+000.007202
1567408869.282644911,-000.002075,-000.007996,-000.031250
1567408869.292641345,-000.008850,+000.020935,-000.000122
1567408869.302641409,-000.003418,+000.002686,-000.016052
1567408869.312648620,-000.004944,+000.020874,-000.012634
1567408869.322645350,-000.023987,+000.010742,-000.000916
1567408869.332642988,+000.022217,+000.015015,-000.008240
1567408869.342645106,-000.002258,+000.005371,-000.025452
1567408869.352649040,-000.009094,+000.006775,-000.034973
1567408869.362644252,+000.008179,+000.002258,-000.025269
1567408869.372642241,-000.001099,+000.011169,-000.007812
1567408869.382642841,-000.016296,+000.011230,-000.014587
1567408869.392648645,-000.016235,+000.000061,+000.014404
1567408869.402641468,+000.033081,+000.014893,+000.001343
1567408869.412642846,+000.008972,-000.003540,+000.005432
1567408869.422645780,-000.014526,+000.000427,-000.022583
1567408869.432650565,-000.018005,+000.004700,-000.022522
1567408869.442641944,-000.005737,-000.042114,+000.003784
1567408869.452643933,+000.022827,+000.009094,-000.048462
1567408869.462643978,+000.000488,+000.022034,-000.018555
1567408869.472646559,-000.046265,+000.015442,-000.019470
1567408869.482638623,-000.038879,-000.000549,-000.020996
1567408869.492642519,-000.036987,+000.027527,+000.011963
1567408869.502644694,-000.023254,+000.018494,-000.004456
1567408869.512657905,-000.016113,-000.000122,-000.009033
1567408869.522642561,+000.005066,-000.003784,+000.014160
1567408869.532643458,-000.002441,-000.003784,+000.011780
1567408869.542643206,-000.018188,+000.023376,+000.001526
1567408869.552649732,-000.000122,+000.036255,+000.012085
1567408869.562643370,+000.003601,+000.020691,-000.005066
1567408869.572644008,+000.008240,-000.022034,-000.037292
