951.120960737,+000.209839,+000.091431,+000.013733
1567190951.130975173,+000.018127,+000.024780,-000.082581
1567190951.140962404,-000.063477,+000.004883,+000.090820
1567190951.150958932,-000.068359,+000.005615,-000.143433
1567190951.160960997,-000.016296,-000.045044,+000.038025
1567190951.170973118,-000.004028,-000.006409,+000.066772
1567190951.180959979,-000.007385,+000.023010,-000.029297
1567190951.190954322,-000.023560,-000.017700,-000.045715
1567190951.200953683,+000.013367,+000.103638,-000.138306
1567190951.210971525,-000.032776,+000.070190,+000.002808
1567190951.220954739,+000.037842,-000.091431,+000.117188
1567190951.230956007,-000.090942,+000.104980,-000.087830
1567190951.240957424,-000.064575,-000.106750,-000.076416
1567190951.250956026,-000.077576,-000.006836,-000.070190
1567190951.260955387,+000.029053,-000.081665,-000.154785
1567190951.270951360,+000.086609,-000.011108,+000.018860
1567190951.280954517,+000.029297,+000.082092,-000.088257
1567190951.290956100,+000.000305,-000.028320,-000.010071
1567190951.300953054,-000.075195,-000.212524,-000.082764
1567190951.310953453,+000.034546,-000.000427,+000.000916
1567190951.320955555,-000.125610,-000.125916,+000.035889
1567190951.330971082,-000.066284,+000.069153,-000.127625
1567190951.340951851,+000.037842,-000.002991,-000.009277
1567190951.350954101,-000.179016,-000.133362,-000.065002
1567190951.360953573,-000.035461,+000.022827,+000.029297
1567190951.370973120,+000.040527,+000.085754,-000.093628
1567190951.380955222,+000.027710,-000.110535,-000.022278
1567190951.390956213,-000.161621,-000.059814,+000.098938
1567190951.400952907,-000.003601,+000.166870,-000.094910
1567190951.410972602,-000.007568,+000.002319,+000.061890
1567190951.420954519,-000.030518,+000.128052,+000.005432
1567190951.430952250,-000.087585,+000.010498,+000.020752
1567190951.440953482,+000.039185,+000.009766,+000.057861
1567190951.450970047,-000.073242,+000.047058,-000.009216
1567190951.460956501,-000.079163,-000.019592,+000.114563
1567190951.470954528,+000.064880,+000.164246,+000.103333
1567190951.480955612,+000.011414,-000.016113,+000.124512
1567190951.490981066,-000.065125,+000.060303,+000.073914
1567190951.500958242,-000.035828,+000.062744,-000.041809
1567190951.510954677,+000.102844,+000.029175,+000.015686
1567190951.520955038,+000.010681,+000.008972,-000.011658
1567190951.530954455,-000.027527,-000.058228,+000.031067
1567190951.540953001,+000.024963,-000.135742,+000.028625
1567190951.550954363,+000.084106,+000.195984,+000.129883
1567190951.560952076,-000.026550,+000.015381,-000.011841
1567190951.570972104,-000.039612,-000.115234,-000.200012
1567190951.580955502,-000.127869,-000.133911,+000.068359
1567190951.590953530,-000.086609,-000.026917,+000.007568
1567190951.600953632,+000.086853,+000.164062,+000.128906
1567190951.610969048,-000.017395,-000.057068,+000.034973
1567190951.620957262,-000.033142,+000.086426,-000.033630
1567190951.630956049,-000.010132,-000.007202,+000.037598
1567190951.640954799,+000.016235,+000.113037,+000.014893
1567190951.650970271,-000.128052,-000.004333,+000.007935
1567190951.660954577,+000.030457,-000.078918,+000.030029
1567190951.670954364,-000.046814,+000.116089,-000.018127
1567190951.680954373,+000.058472,+000.043884,-000.002625
1567190951.690969531,-000.137085,-000.036865,-000.078674
1567190951.700957837,+000.055054,-000.079224,-000.144470
1567190951.710952846,-000.130737,-000.028687,-000.038269
1567190951.720952411,-000.024475,-000.070007,-000.024658
1567190951.730967920,-000.021851,-000.121704,+000.071411
1567190951.740956689,+000.040955,-000.056396,+000.093445
1567190951.750950365,-000.056824,+000.132629,+000.056702
1567190951.760957689,+000.013672,+000.002319,+000.043457
1567190951.770970772,-000.043823,+000.009094,-000.031189
1567190951.780954541,-000.047363,-000.111877,+000.064514
1567190951.790953236,+000.003357,-000.017761,+000.102661
1567190951.800955393,-000.075378,+000.100220,+000.050415
1567190951.810955699,+000.080566,+000.035645,-000.060730
1567190951.820953023,-000.008911,-000.001099,-000.012451
1567190951.830953681,+000.027893,+000.117981,-000.080505
1567190951.840953301,-000.015076,-000.116577,+000.031799
1567190951.850953977,+000.098999,+000.021667,-000.009705
1567190951.860954468,-000.013245,-000.007202,+000.026733
1567190951.870954477,+000.088684,+000.001831,-000.159302
1567190951.880953376,+000.079590,-000.064148,+000.167847
1567190951.890955200,-000.008484,-000.150146,-000.018250
1567190951.900954654,-000.053345,-000.012146,-000.002075
1567190951.910952885,-000.029358,-000.022766,+000.076904
1567190951.920954506,+000.079102,-000.013733,+000.008850
1567190951.930968978,-000.084045,+000.050354,-000.047852
1567190951.940959006,+000.055786,-000.022949,+000.062622
1567190951.950954756,-000.029419,+000.060913,+000.046021
1567190951.960955451,+000.079102,+000.046448,-000.011108
1567190951.970953349,-000.027039,-000.028809,+000.007996
1567190951.980959691,+000.018005,+000.019348,+000.069031
1567190951.990955627,-000.114319,-000.005676,-000.029358
1567190952.000964729,-000.039124,+000.051147,+000.071838
1567190952.010972775,+000.135376,-000.004089,+000.123779
1567190952.020957803,-000.034424,+000.041870,+000.082031
1567190952.030958461,+000.022278,+000.042603,-000.040771
1567190952.040958692,-000.058594,+000.037292,-000.121887
1567190952.050960035,-000.055542,-000.139099,-000.137878
1567190952.060959415,-000.038452,+000.018311,-000.105103
1567190952.070959609,+000.008484,-000.003540,+000.021729
1567190952.080958730,+000.000183,-000.064392,+000.142944
1567190952.090975943,-000.033630,-000.133179,+000.003174
1567190952.100962952,-000.071228,+000.147949,+000.031128
1567190952.110958313,-000.013000,-000.016418,-000.102051
1567190952.120959026,-000.110657,+000.082886,-000.122009
1567190952.130976702,-000.060486,-000.004211,-000.084351
1567190952.140960601,-000.111145,-000.064697,+000.027893
1567190952.150959166,-000.023499,+000.066956,-000.061035
1567190952.160960508,-000.000916,+000.074280,-000.103882
1567190952.170961610,-000.101868,+000.026733,+000.009216
1567190952.180960138,+000.242065,+000.119751,+000.055725
1567190952.190959703,+000.105286,-000.038391,+000.014709
1567190952.200965657,+000.168030,-000.121643,-000.039612
1567190952.210982314,-000.024719,-000.090698,+000.005981
1567190952.220965565,+000.004211,-000.060730,+000.017029
1567190952.230961259,-000.082947,+000.077209,-000.055908
1567190952.240964898,-000.028748,+000.088562,+000.045288
