Time,X,Y,Z
0.0,-000.041565,-000.039185,-000.018433
0.01,-000.016235,+000.009827,+000.003723
0.02,-000.045532,+000.030090,+000.009705
0.03,-000.009094,-000.007996,-000.033569
0.04,+000.004822,-000.000732,-000.001160
0.05,-000.004883,+000.007996,+000.014343
0.060000000000000005,+000.013000,+000.033508,-000.013489
0.07,-000.046936,+000.025024,-000.011536
0.08,-000.006104,+000.046021,-000.006897
0.09,+000.008606,+000.021912,-000.014771
0.09999999999999999,-000.010010,+000.019104,+000.001465
0.10999999999999999,+000.021973,-000.001953,-000.014099
0.11999999999999998,-000.037659,-000.013123,-000.010132
0.12999999999999998,-000.017151,+000.002808,+000.032898
0.13999999999999999,-000.019836,+000.009094,+000.020447
0.15,-000.012695,-000.011353,-000.028687
0.16,+000.000061,-000.028442,-000.013611
0.17,-000.007324,-000.026184,-000.027100
0.18000000000000002,-000.015320,-000.022034,-000.006287
0.19000000000000003,-000.027771,+000.005127,-000.026245
0.20000000000000004,-000.017517,+000.006287,-000.002075
0.21000000000000005,+000.017334,+000.005432,-000.024658
0.22000000000000006,-000.019104,-000.012207,-000.024597
0.23000000000000007,-000.009399,-000.005005,-000.004944
0.24000000000000007,-000.007751,-000.019592,-000.001282
0.25000000000000006,+000.013672,+000.000916,-000.010864
0.26000000000000006,-000.013245,+000.010071,-000.001221
0.2700000000000001,+000.007996,+000.019958,-000.011475
0.2800000000000001,+000.003235,+000.026917,-000.052551
0.2900000000000001,+000.007935,+000.007874,-000.018372
0.3000000000000001,-000.001404,-000.005859,-000.015259
0.3100000000000001,+000.005920,+000.030518,-000.022339
0.3200000000000001,+000.015686,+000.034668,-000.022461
0.3300000000000001,-000.006104,+000.058716,-000.003357
0.34000000000000014,-000.010010,+000.028259,-000.022522
0.35000000000000014,-000.007629,+000.024536,-000.018250
0.36000000000000015,+000.006897,+000.005310,+000.023865
0.37000000000000016,+000.028137,-000.011902,-000.000488
0.38000000000000017,+000.021729,+000.034485,-000.011597
0.3900000000000002,-000.004211,+000.013794,+000.005859
0.4000000000000002,-000.006958,-000.003845,-000.030457
0.4100000000000002,+000.008240,+000.003174,-000.009155
0.4200000000000002,-000.028259,-000.017761,-000.011780
0.4300000000000002,-000.021667,-000.017456,+000.001770
0.4400000000000002,-000.037537,-000.014648,+000.026367
0.45000000000000023,+000.015381,+000.002502,+000.000427
0.46000000000000024,-000.007019,-000.016296,+000.013672
0.47000000000000025,-000.028687,+000.010498,-000.004395
0.48000000000000026,+000.018616,-000.002441,+000.007202
0.49000000000000027,-000.002075,-000.007996,-000.031250
0.5000000000000002,-000.008850,+000.020935,-000.000122
0.5100000000000002,-000.003418,+000.002686,-000.016052
0.5200000000000002,-000.004944,+000.020874,-000.012634
0.5300000000000002,-000.023987,+000.010742,-000.000916
0.5400000000000003,+000.022217,+000.015015,-000.008240
0.5500000000000003,-000.002258,+000.005371,-000.025452
0.5600000000000003,-000.009094,+000.006775,-000.034973
0.5700000000000003,+000.008179,+000.002258,-000.025269
0.5800000000000003,-000.001099,+000.011169,-000.007812
0.5900000000000003,-000.016296,+000.011230,-000.014587
0.6000000000000003,-000.016235,+000.000061,+000.014404
0.6100000000000003,+000.033081,+000.014893,+000.001343
0.6200000000000003,+000.008972,-000.003540,+000.005432
0.6300000000000003,-000.014526,+000.000427,-000.022583
0.6400000000000003,-000.018005,+000.004700,-000.022522
0.6500000000000004,-000.005737,-000.042114,+000.003784
0.6600000000000004,+000.022827,+000.009094,-000.048462
0.6700000000000004,+000.000488,+000.022034,-000.018555
0.6800000000000004,-000.046265,+000.015442,-000.019470
0.6900000000000004,-000.038879,-000.000549,-000.020996
0.7000000000000004,-000.036987,+000.027527,+000.011963
0.7100000000000004,-000.023254,+000.018494,-000.004456
0.7200000000000004,-000.016113,-000.000122,-000.009033
0.7300000000000004,+000.005066,-000.003784,+000.014160
0.7400000000000004,-000.002441,-000.003784,+000.011780
0.7500000000000004,-000.018188,+000.023376,+000.001526
0.7600000000000005,-000.000122,+000.036255,+000.012085
0.7700000000000005,+000.003601,+000.020691,-000.005066
0.7800000000000005,+000.008240,-000.022034,-000.037292
0.7900000000000005,-000.024048,-000.024780,+000.002319
0.8000000000000005,-000.015137,+000.003906,-000.026062
0.8100000000000005,-000.034302,+000.051697,+000.031860
0.8200000000000005,+000.003601,+000.037720,-000.022339
0.8300000000000005,-000.014526,-000.009277,+000.010864
0.8400000000000005,-000.000671,+000.014648,-000.015137
0.8500000000000005,-000.020142,+000.002808,+000.003113
0.8600000000000005,+000.005493,+000.027039,+000.002075
0.8700000000000006,-000.030518,-000.008728,+000.024414
0.8800000000000006,-000.022644,+000.000000,-000.005310
0.8900000000000006,-000.003662,+000.019165,-000.011292
0.9000000000000006,-000.025818,+000.006042,-000.025818
0.9100000000000006,-000.014526,+000.001770,-000.012451
0.9200000000000006,-000.030945,+000.020081,-000.022827
0.9300000000000006,-000.028259,-000.023865,-000.032227
0.9400000000000006,+000.002014,-000.004211,-000.004578
0.9500000000000006,-000.016296,+000.014771,+000.016235
0.9600000000000006,-000.018066,-000.034363,-000.025879
0.9700000000000006,+000.002441,-000.013733,-000.019653
0.9800000000000006,-000.022278,-000.009705,+000.002991
0.9900000000000007,+000.008545,-000.026733,+000.004761
1.0000000000000007,+000.026001,+000.002686,-000.009216
1.0100000000000007,-000.015869,+000.045471,-000.004395
1.0200000000000007,-000.006226,+000.018555,-000.040466
1.0300000000000007,-000.014404,+000.022766,-000.033081
1.0400000000000007,-000.037842,+000.025818,-000.006592
1.0500000000000007,+000.014771,-000.005371,+000.040100
1.0600000000000007,-000.006958,-000.010681,+000.035583
1.0700000000000007,-000.041138,+000.011841,+000.013428
1.0800000000000007,+000.012573,+000.016724,-000.004883
1.0900000000000007,+000.004089,-000.014709,-000.013184
1.1000000000000008,-000.035400,+000.013611,-000.001099
1.1100000000000008,+000.029419,+000.025574,-000.027283
1.1200000000000008,+000.009827,+000.034668,-000.053955
1.1300000000000008,-000.018372,+000.068726,-000.012817
1.1400000000000008,-000.007385,+000.029114,-000.016296
1.1500000000000008,+000.021851,-000.008850,+000.017700
1.1600000000000008,+000.002197,-000.008850,+000.022888
1.1700000000000008,-000.035583,+000.000549,+000.021484
1.1800000000000008,+000.003174,-000.007507,+000.023010
1.1900000000000008,+000.005005,+000.028625,-000.017090
1.2000000000000008,+000.001221,+000.010559,+000.000671
