Time,X,Y,Z
0.0,+000.017944,-000.001282,-000.001831
0.01,+000.027527,+000.027222,-000.009644
0.02,+000.008728,+000.034546,-000.028076
0.03,+000.000061,+000.013977,-000.010254
0.04,+000.012695,-000.004700,+000.005005
0.05,+000.007812,+000.001404,-000.004089
0.060000000000000005,-000.000488,-000.002380,+000.010803
0.07,-000.001587,-000.024170,+000.025146
0.08,-000.014771,-000.008545,+000.030396
0.09,-000.019043,+000.010010,+000.027832
0.09999999999999999,-000.013428,+000.008301,+000.000183
0.10999999999999999,-000.020447,+000.011047,-000.015991
0.11999999999999998,-000.027100,+000.018311,-000.016174
0.12999999999999998,-000.018555,+000.016113,-000.021851
0.13999999999999999,-000.007080,+000.009888,-000.019226
0.15,+000.000000,+000.007568,-000.013550
0.16,-000.008850,-000.005920,-000.018494
0.17,-000.015869,-000.017151,-000.021790
0.18000000000000002,-000.005554,-000.004089,-000.012024
0.19000000000000003,+000.016357,+000.008972,-000.019531
0.20000000000000004,+000.023743,+000.013245,-000.032288
0.21000000000000005,+000.011475,+000.011841,-000.028198
0.22000000000000006,-000.011414,+000.000427,-000.016357
0.23000000000000007,-000.018188,-000.007019,-000.006897
0.24000000000000007,-000.006897,-000.009399,+000.003052
0.25000000000000006,+000.004395,-000.005859,-000.009521
0.26000000000000006,+000.017029,+000.010498,-000.026855
0.2700000000000001,+000.008484,+000.004456,-000.014587
0.2800000000000001,-000.008057,-000.002319,-000.001160
0.2900000000000001,-000.006958,+000.012329,+000.005310
0.3000000000000001,-000.012329,+000.009399,+000.014709
0.3100000000000001,-000.017212,-000.001099,+000.004028
0.3200000000000001,-000.005798,+000.009399,-000.020935
0.3300000000000001,-000.005615,+000.017517,-000.031250
0.34000000000000014,-000.022705,+000.017273,-000.023804
0.35000000000000014,-000.032593,+000.023804,-000.016663
0.36000000000000015,-000.030396,+000.030334,-000.007935
0.37000000000000016,-000.022034,+000.026794,+000.007141
0.38000000000000017,-000.022339,+000.014038,-000.000122
0.3900000000000002,-000.018433,+000.004761,-000.014099
0.4000000000000002,-000.005981,+000.009277,-000.005798
0.4100000000000002,-000.008484,+000.008789,+000.004578
0.4200000000000002,-000.019653,-000.001831,+000.011536
0.4300000000000002,-000.020142,-000.007507,+000.010437
0.4400000000000002,-000.015564,-000.010071,+000.006653
0.45000000000000023,-000.010986,+000.001831,+000.005127
0.46000000000000024,-000.006714,+000.012817,+000.007019
0.47000000000000025,+000.002075,+000.001160,+000.002136
0.48000000000000026,+000.010498,-000.009705,-000.025879
0.49000000000000027,+000.017151,-000.002258,-000.043335
0.5000000000000002,+000.007751,+000.007324,-000.024902
0.5100000000000002,-000.004639,-000.004272,-000.005371
0.5200000000000002,-000.008728,-000.007446,+000.000122
0.5300000000000002,-000.010071,+000.023254,+000.004272
0.5400000000000003,-000.010864,+000.034729,-000.004944
0.5500000000000003,-000.022522,+000.011536,-000.014954
0.5600000000000003,-000.034790,-000.009338,-000.006470
0.5700000000000003,-000.021301,+000.005188,+000.012268
0.5800000000000003,-000.016418,+000.013000,+000.019836
0.5900000000000003,-000.013489,-000.009583,+000.010254
0.6000000000000003,-000.011780,-000.023560,-000.001770
0.6100000000000003,-000.007202,-000.013428,-000.002747
0.6200000000000003,+000.006836,+000.001831,+000.009338
0.6300000000000003,+000.001343,+000.010193,+000.008728
0.6400000000000003,-000.003906,+000.009216,-000.008728
0.6500000000000004,+000.004761,+000.007263,-000.029785
0.6600000000000004,+000.005676,+000.005676,-000.032104
0.6700000000000004,-000.002197,-000.006104,-000.013367
0.6800000000000004,-000.010315,-000.008423,+000.002197
0.6900000000000004,-000.021790,-000.005615,+000.008545
0.7000000000000004,-000.024780,-000.001465,-000.002625
0.7100000000000004,-000.014832,+000.009399,-000.019531
0.7200000000000004,-000.009705,+000.008179,-000.024658
