Time,X,Y,Z
0.0,+000.043884,+000.014465,+000.021912
0.01,-000.030762,+000.049011,-000.014404
0.02,-000.016235,-000.015930,-000.022644
0.03,+000.007996,+000.066284,-000.037781
0.04,+000.017944,-000.000244,+000.015625
0.05,+000.022949,+000.016052,-000.037415
0.060000000000000005,+000.044617,-000.016174,-000.010254
0.07,+000.001221,-000.014221,+000.020386
0.08,-000.036987,-000.014465,-000.018127
0.09,-000.015747,-000.038391,+000.023010
0.09999999999999999,-000.035156,+000.002502,+000.008301
0.10999999999999999,+000.002625,+000.010498,+000.008606
0.11999999999999998,-000.014771,+000.041687,+000.023926
0.12999999999999998,+000.010986,-000.021301,-000.040344
0.13999999999999999,+000.000000,-000.000671,+000.017700
0.15,-000.000916,-000.010315,-000.001648
0.16,+000.005737,+000.020935,+000.002563
0.17,-000.020569,-000.001099,+000.019104
0.18000000000000002,-000.016907,-000.057373,+000.021240
0.19000000000000003,-000.034973,+000.009033,-000.010437
0.20000000000000004,+000.045410,+000.040710,-000.057373
0.21000000000000005,+000.018494,-000.007812,-000.006836
0.22000000000000006,-000.004578,+000.015259,+000.019836
0.23000000000000007,-000.047302,-000.021790,-000.026917
0.24000000000000007,+000.053040,+000.000549,-000.017639
0.25000000000000006,-000.016296,+000.020935,+000.008118
0.26000000000000006,-000.003906,+000.012573,+000.071045
0.2700000000000001,+000.012878,-000.012207,-000.012146
0.2800000000000001,+000.012268,+000.021973,+000.017029
0.2900000000000001,-000.051208,+000.022583,-000.051025
0.3000000000000001,+000.020630,-000.052063,+000.028625
0.3100000000000001,+000.027771,+000.018616,-000.018188
0.3200000000000001,+000.001831,+000.010254,-000.005737
0.3300000000000001,-000.033630,+000.009338,-000.015503
0.34000000000000014,-000.012085,-000.006409,-000.012695
0.35000000000000014,+000.014282,+000.020386,-000.008545
0.36000000000000015,-000.035461,+000.039429,-000.075623
0.37000000000000016,-000.013733,+000.035645,-000.029419
0.38000000000000017,-000.014771,+000.044189,+000.024353
0.3900000000000002,+000.009521,-000.023743,-000.031067
0.4000000000000002,-000.003540,+000.007751,-000.029541
0.4100000000000002,-000.063171,-000.007385,+000.007874
0.4200000000000002,+000.018616,+000.045410,-000.005432
0.4300000000000002,-000.000916,+000.017700,-000.043640
0.4400000000000002,-000.026428,+000.013672,-000.018250
0.45000000000000023,+000.062683,-000.012146,+000.001038
0.46000000000000024,-000.019775,+000.027710,-000.024658
0.47000000000000025,+000.002991,+000.024231,-000.015198
0.48000000000000026,-000.063904,+000.039124,-000.022339
0.49000000000000027,-000.036011,+000.000977,+000.021179
0.5000000000000002,-000.044312,+000.001465,-000.029114
0.5100000000000002,+000.046387,-000.036194,-000.014709
0.5200000000000002,+000.000671,+000.019592,+000.027283
0.5300000000000002,+000.012268,-000.029358,+000.031311
0.5400000000000003,+000.004700,-000.067139,-000.091248
0.5500000000000003,-000.017395,-000.027710,+000.012512
0.5600000000000003,-000.000244,+000.067017,+000.017883
0.5700000000000003,+000.000305,+000.009216,+000.033142
0.5800000000000003,-000.009460,+000.017029,-000.008667
0.5900000000000003,-000.037048,+000.026550,+000.004639
0.6000000000000003,-000.021606,+000.005249,-000.006714
0.6100000000000003,+000.000183,+000.010925,-000.067688
0.6200000000000003,+000.034912,+000.006470,-000.010315
0.6300000000000003,+000.016907,+000.000305,-000.020081
0.6400000000000003,+000.017700,-000.008789,+000.011841
0.6500000000000004,-000.030701,+000.017395,-000.052795
0.6600000000000004,+000.010986,+000.038147,-000.033386
0.6700000000000004,+000.013245,-000.034302,-000.056152
0.6800000000000004,+000.029541,-000.011169,-000.048645
0.6900000000000004,-000.012878,-000.032410,+000.025879
0.7000000000000004,-000.005859,-000.066650,-000.000122
0.7100000000000004,+000.008423,-000.027405,+000.011047
