09:05:03.078,-2.8015136719e-02,-5.0659179688e-03,+1.275635e-02
09:05:03.088,-3.4484863281e-02,-4.3945312500e-03,+1.129150e-02
09:05:03.098,-2.9479980469e-02,+8.5449218750e-04,+3.479004e-03
09:05:03.108,-7.8735351562e-03,+1.0864257812e-02,+6.103516e-05
09:05:03.118,+2.7465820312e-03,+6.7138671875e-04,+4.943848e-03
09:05:03.128,-2.8076171875e-03,+6.9580078125e-03,+1.055908e-02
09:05:03.138,-3.9672851562e-03,+2.8564453125e-02,-1.831055e-04
09:05:03.148,+1.2207031250e-04,+2.7404785156e-02,-6.896973e-03
09:05:03.158,-4.0893554688e-03,+1.7517089844e-02,-3.173828e-03
09:05:03.168,-1.1352539062e-02,+3.1127929688e-03,-3.356934e-03
09:05:03.178,-1.7822265625e-02,-2.1484375000e-02,+0.000000e+00
09:05:03.188,-1.8249511719e-02,-9.0942382812e-03,-4.455566e-03
09:05:03.198,-1.5136718750e-02,+9.3994140625e-03,-1.470947e-02
09:05:03.208,-8.5449218750e-03,-1.8005371094e-02,-1.208496e-02
09:05:03.218,+9.1552734375e-04,-2.1972656250e-02,-1.477051e-02
09:05:03.228,+4.1503906250e-03,+4.3945312500e-03,-1.245117e-02
09:05:03.238,-2.5024414062e-03,+5.1269531250e-03,+8.544922e-04
09:05:03.248,-1.3854980469e-02,-5.3100585938e-03,+1.184082e-02
09:05:03.258,-1.4770507812e-02,-4.3334960938e-03,+2.026367e-02
09:05:03.268,-1.7211914062e-02,+7.8735351562e-03,+2.276611e-02
09:05:03.278,-2.5329589844e-02,+1.0070800781e-02,+2.325439e-02
09:05:03.288,-2.2644042969e-02,-2.4414062500e-04,+1.458740e-02
09:05:03.298,-1.4526367188e-02,-8.7890625000e-03,+1.019287e-02
09:05:03.308,-7.2021484375e-03,-1.0620117188e-02,+1.385498e-02
09:05:03.318,-2.8686523438e-03,-5.0048828125e-03,+1.989746e-02
09:05:03.328,-9.2773437500e-03,+2.1972656250e-03,+2.661133e-02
09:05:03.338,-1.2695312500e-02,-9.6435546875e-03,+6.591797e-03
09:05:03.348,-9.9487304688e-03,-9.1552734375e-04,-2.624512e-03
09:05:03.358,-1.0498046875e-02,+2.6855468750e-02,+1.855469e-02
09:05:03.368,-1.0925292969e-02,+2.9052734375e-02,+2.032471e-02
09:05:03.378,-8.1787109375e-03,+2.8930664062e-02,+1.177979e-02
09:05:03.388,-1.6601562500e-02,+2.6367187500e-02,+1.568604e-02
09:05:03.398,-3.2470703125e-02,+4.7607421875e-03,+1.165771e-02
09:05:03.408,-2.6245117188e-02,+4.5166015625e-03,-1.177979e-02
09:05:03.418,-6.7138671875e-04,+2.0874023438e-02,-3.961182e-02
09:05:03.428,+4.3334960938e-03,+1.3549804688e-02,-3.204346e-02
09:05:03.438,-3.6010742188e-03,+4.5776367188e-03,+3.662109e-03
09:05:03.448,-1.5014648438e-02,+7.9345703125e-04,+2.441406e-04
09:05:03.458,-2.8991699219e-02,+1.7700195312e-03,-9.155273e-03
09:05:03.468,-1.7761230469e-02,+2.4414062500e-04,+8.544922e-04
09:05:03.478,-1.7089843750e-03,-8.4228515625e-03,-1.647949e-03
09:05:03.488,-2.0141601562e-03,+2.1362304688e-03,-1.892090e-02
09:05:03.498,-4.1503906250e-03,+1.7089843750e-02,-2.423096e-02
09:05:03.508,-1.5197753906e-02,+3.2897949219e-02,-1.940918e-02
09:05:03.518,-1.9409179688e-02,+1.2268066406e-02,-1.104736e-02
09:05:03.528,-1.0375976562e-02,-1.4465332031e-02,+5.676270e-03
09:05:03.538,-2.5024414062e-03,+1.3549804688e-02,+1.220703e-02
09:05:03.548,-1.0192871094e-02,+3.2897949219e-02,-1.629639e-02
09:05:03.558,-1.8493652344e-02,+2.4108886719e-02,-3.332520e-02
09:05:03.568,-1.8920898438e-03,+2.5024414062e-03,-3.112793e-03
09:05:03.578,+1.7211914062e-02,-1.5197753906e-02,+1.452637e-02
09:05:03.588,+1.5075683594e-02,-3.4179687500e-03,+7.751465e-03
09:05:03.598,-7.9345703125e-04,-2.4414062500e-03,+9.277344e-03
09:05:03.608,-8.3007812500e-03,-1.4343261719e-02,+1.586914e-03
09:05:03.618,+3.0517578125e-04,-6.1035156250e-04,-8.972168e-03
09:05:03.628,+2.6855468750e-03,+1.0009765625e-02,-5.676270e-03
09:05:03.638,-6.9580078125e-03,+1.3427734375e-03,-2.685547e-03
09:05:03.648,-1.5686035156e-02,+7.1411132812e-03,+9.338379e-03
09:05:03.658,-1.4099121094e-02,+1.4892578125e-02,+1.513672e-02
09:05:03.668,-1.0864257812e-02,-4.5166015625e-03,+2.166748e-02
09:05:03.678,-1.6418457031e-02,-1.0559082031e-02,+2.532959e-02
09:05:03.688,-2.4230957031e-02,-5.1879882812e-03,+2.362061e-02
09:05:03.698,-2.4169921875e-02,-2.6245117188e-02,+2.819824e-02
09:05:03.708,-6.2866210938e-03,-3.5339355469e-02,+1.556396e-02
09:05:03.718,+7.2631835938e-03,-1.0742187500e-02,+6.774902e-03
09:05:03.728,-2.1972656250e-03,-2.5634765625e-03,+2.270508e-02
09:05:03.738,-1.2817382812e-03,+9.0332031250e-03,+1.928711e-02
09:05:03.748,-3.0517578125e-04,+2.8808593750e-02,+3.417969e-03
09:05:03.758,-1.3488769531e-02,+3.5400390625e-02,-1.770020e-03
