13:24:36.935,+6.0923676694e-06
13:24:36.944,+4.5692856239e-06
13:24:36.954,+4.0615961528e-06
13:24:36.964,+3.8077549135e-06
13:24:36.974,+3.6554530374e-06
13:24:36.984,+3.5539209015e-06
13:24:36.994,+3.4814000960e-06
13:24:37.004,+3.4270114161e-06
13:24:37.014,+3.3847108590e-06
13:24:37.024,+3.3508720230e-06
13:24:37.034,+3.3231871979e-06
13:24:37.044,+3.3001179104e-06
13:24:37.054,+3.2805990633e-06
13:24:37.064,+3.2638698731e-06
13:24:37.074,+3.2493724319e-06
13:24:37.084,+3.2366883085e-06
13:24:37.094,+3.2254975263e-06
13:24:37.104,+3.2155512147e-06
13:24:37.114,+3.2066528966e-06
13:24:37.124,+3.1986453906e-06
13:24:37.134,+3.1914014544e-06
13:24:37.144,+3.1848169807e-06
13:24:37.154,+3.1788059679e-06
13:24:37.164,+3.1732967479e-06
13:24:37.174,+3.1682291194e-06
13:24:37.184,+3.1635521430e-06
13:24:37.194,+3.1592224259e-06
13:24:37.204,+3.1552027739e-06
13:24:37.214,+3.1514611235e-06
13:24:37.224,+3.1479696860e-06
13:24:37.234,+3.1447042584e-06
13:24:37.244,+3.1416436631e-06
13:24:37.254,+3.1387692895e-06
13:24:37.264,+3.1360647163e-06
13:24:37.274,+3.1335153992e-06
13:24:37.284,+3.1311084096e-06
13:24:37.294,+3.1288322168e-06
13:24:37.304,+3.1266765037e-06
13:24:37.314,+3.1246320114e-06
13:24:37.324,+3.1226904070e-06
13:24:37.334,+3.1208441704e-06
13:24:37.344,+3.1190864976e-06
13:24:37.354,+3.1174112179e-06
13:24:37.364,+3.1158127211e-06
13:24:37.374,+3.1142858959e-06
13:24:37.384,+3.1128260755e-06
13:24:37.394,+3.1114289902e-06
13:24:37.404,+3.1100907260e-06
13:24:37.414,+3.1088076885e-06
13:24:37.424,+3.1075765708e-06
13:24:37.434,+3.1063943254e-06
13:24:37.444,+3.1052581391e-06
13:24:37.454,+3.1041654111e-06
13:24:37.464,+3.1031137333e-06
13:24:37.474,+3.1021008725e-06
13:24:37.484,+3.1011247552e-06
