13:24:36.935,+1.3122558594e-04
13:24:36.944,+1.9683816627e-04
13:24:36.954,+2.6245031122e-04
13:24:36.964,+3.2806178790e-04
13:24:36.974,+3.9367235332e-04
13:24:36.984,+4.5928175439e-04
13:24:36.994,+5.2488972788e-04
13:24:37.004,+5.9049600049e-04
13:24:37.014,+6.5610028881e-04
13:24:37.024,+7.2170229932e-04
13:24:37.034,+7.8730172843e-04
13:24:37.044,+8.5289826249e-04
13:24:37.054,+9.1849157774e-04
13:24:37.064,+9.8408134037e-04
13:24:37.074,+1.0496672065e-03
13:24:37.084,+1.1152488223e-03
13:24:37.094,+1.1808258237e-03
13:24:37.104,+1.2463978368e-03
13:24:37.114,+1.3119644776e-03
13:24:37.124,+1.3775253520e-03
13:24:37.134,+1.4430800561e-03
13:24:37.144,+1.5086281758e-03
13:24:37.154,+1.5741692872e-03
13:24:37.164,+1.6397029564e-03
13:24:37.174,+1.7052287394e-03
13:24:37.184,+1.7707461825e-03
13:24:37.194,+1.8362548220e-03
13:24:37.204,+1.9017541843e-03
13:24:37.214,+1.9672437858e-03
13:24:37.224,+2.0327231331e-03
13:24:37.234,+2.0981917231e-03
13:24:37.244,+2.1636490427e-03
13:24:37.254,+2.2290945690e-03
13:24:37.264,+2.2945277694e-03
13:24:37.274,+2.3599481015e-03
13:24:37.284,+2.4253550131e-03
13:24:37.294,+2.4907479423e-03
13:24:37.304,+2.5561263175e-03
13:24:37.314,+2.6214895575e-03
13:24:37.324,+2.6868370713e-03
13:24:37.334,+2.7521682584e-03
13:24:37.344,+2.8174825086e-03
13:24:37.354,+2.8827792021e-03
13:24:37.364,+2.9480577099e-03
13:24:37.374,+3.0133173930e-03
13:24:37.384,+3.0785576031e-03
13:24:37.394,+3.1437776826e-03
13:24:37.404,+3.2089769644e-03
13:24:37.414,+3.2741547718e-03
13:24:37.424,+3.3393104190e-03
13:24:37.434,+3.4044432108e-03
13:24:37.444,+3.4695524428e-03
13:24:37.454,+3.5346374010e-03
13:24:37.464,+3.5996973627e-03
13:24:37.474,+3.6647315956e-03
13:24:37.484,+3.7297393585e-03
13:24:37.494,+3.7947199011e-03
13:24:37.504,+3.8596724640e-03
13:24:37.514,+3.9245962786e-03
13:24:37.524,+3.9894905678e-03
13:24:37.534,+4.0543545451e-03
13:24:37.544,+4.1191874155e-03
13:24:37.554,+4.1839883748e-03
13:24:37.564,+4.2487566103e-03
13:24:37.574,+4.3134913006e-03
13:24:37.584,+4.3781916154e-03
13:24:37.594,+4.4428567158e-03
13:24:37.604,+4.5074857546e-03
13:24:37.614,+4.5720778757e-03
13:24:37.624,+4.6366322148e-03
13:24:37.634,+4.7011478990e-03
13:24:37.644,+4.7656240472e-03
13:24:37.654,+4.8300597698e-03
13:24:37.664,+4.8944541693e-03
13:24:37.674,+4.9588063395e-03
13:24:37.684,+5.0231153666e-03
13:24:37.694,+5.0873803284e-03
13:24:37.704,+5.1516002949e-03
13:24:37.714,+5.2157743279e-03
13:24:37.724,+5.2799014816e-03
13:24:37.734,+5.3439808024e-03
13:24:37.744,+5.4080113286e-03
13:24:37.754,+5.4719920914e-03
13:24:37.764,+5.5359221139e-03
13:24:37.774,+5.5998004119e-03
13:24:37.784,+5.6636259937e-03
13:24:37.794,+5.7273978603e-03
13:24:37.804,+5.7911150053e-03
13:24:37.814,+5.8547764151e-03
13:24:37.824,+5.9183810690e-03
13:24:37.834,+5.9819279391e-03
13:24:37.844,+6.0454159905e-03
13:24:37.854,+6.1088441816e-03
13:24:37.864,+6.1722114638e-03
13:24:37.874,+6.2355167817e-03
13:24:37.884,+6.2987590733e-03
13:24:37.894,+6.3619372700e-03
13:24:37.904,+6.4250502968e-03
13:24:37.914,+6.3178089862e-03
13:24:37.924,+6.1683250041e-03
13:24:37.934,+6.0551255923e-03
13:24:37.944,+6.1236749063e-03
13:24:37.954,+6.3525705079e-03
13:24:37.964,+6.4710388548e-03
13:24:37.974,+6.5204885811e-03
13:24:37.984,+6.5486054944e-03
13:24:37.994,+6.4542765060e-03
13:24:38.004,+6.3839463982e-03
13:24:38.014,+6.3129448493e-03
13:24:38.024,+6.0569310962e-03
13:24:38.034,+5.8129489417e-03
13:24:38.044,+5.7627234912e-03
13:24:38.054,+5.7267927987e-03
13:24:38.064,+5.6976850041e-03
13:24:38.074,+5.7528390718e-03
13:24:38.084,+5.7541463703e-03
13:24:38.094,+5.5482847988e-03
13:24:38.104,+5.2066869645e-03
13:24:38.114,+5.0027463082e-03
13:24:38.124,+4.9675443813e-03
13:24:38.134,+4.9250070148e-03
13:24:38.144,+4.9288990171e-03
13:24:38.154,+4.9647692438e-03
